Gene	RC1A	RC1B	RC2A	RC2B	RC3A	RC3B	RC4A	RC4B	RH1A	RH1B	RH2A	RH2B	RH3A	RH3B	RH4A	RH4B	YC0A	YC0B	YC1A	YC1B	YC2A	YC2B	YC3A	YC3B	YC4A	YC4B	YH1A	YH1B	YH2A	YH2B	YH3A	YH3B	YH4A	YH4B	YM9A	YM9B
CNAG_00080	3.82145	1.15352	2.75372	1.26095	1.21631	1.99789	3.32258	2.05569	0.331617	1.83	2.0123	1.3741	0.871227	0.827168	0.478439	0.371539	0.814486	0.239914	0.536936	2.13411	0.78541	1.4081	0.911842	0.868986	1.20466	0.484861	0.442848	1.33514	0.608123	0.508672	0.765908	0.70249	1.73273	0.72929	0	0.587056
CNAG_00081	16.7987	7.85719	19.3639	14.5744	11.6264	12.234	14.16	11.1836	12.4033	16.4052	15.6376	17.1199	7.65904	11.8862	10.1952	22.0814	8.41783	5.34765	21.3481	19.4992	25.5117	18.6775	14.8323	9.62619	13.5992	12.5356	33.2708	28.4744	35.6467	25.245	22.536	33.3906	22.2227	14.6576	12.0695	26.6729
CNAG_00082	12.2328	2.77768	11.7165	17.1227	20.914	9.2724	13.6318	8.9487	3.64183	5.84633	13.0914	8.26411	6.37865	3.30861	8.26909	7.71777	27.4564	2.66713	6.92953	7.82078	17.7555	12.1032	11.3906	10.7394	13.8872	18.5352	15.7039	15.0413	27.1403	18.853	14.8528	16.8809	20.8689	12.9526	10.1004	17.4036
CNAG_00083	2.88642	2.08541	7.37013	13.1658	6.31449	7.87799	8.04894	8.63486	2.75583	14.6784	8.80583	12.4317	4.42447	8.43726	4.85261	7.58858	3.31324	1.31407	1.93286	4.89727	9.35747	11.5207	8.41763	9.78222	11.3017	11.5502	7.17912	8.42892	15.4921	11.6849	12.9611	17.4954	15.5727	13.4443	11.6121	14.0588
CNAG_00084	7.53008	12.6052	21.1189	23.7128	14.9086	14.799	11.3655	18.9634	6.32875	20.0769	14.3587	18.0682	5.0804	7.98409	6.45962	10.4788	13.1392	3.27397	21.9876	29.6964	68.7518	68.0543	55.6922	39.8129	43.5181	43.1021	54.4397	40.4468	75.7434	65.1834	40.1755	69.9348	38.0048	28.3332	37.4381	46.4723
CNAG_00085	7.88392	3.60717	9.36506	19.384	11.0854	21.6267	13.2478	22.8775	0	9.37133	3.32679	7.49312	0	15.3392	4.17028	16.0026	0	0.722751	5.12396	3.32162	18.7999	11.9025	20.2359	29.8652	21.3821	19.1104	7.7258	18.2496	12.9823	27.4065	14.7107	23.9874	38.2907	30.2554	30.4758	29.4997
CNAG_00086	14.7169	15.7358	12.2577	13.8822	8.61907	12.918	10.8768	9.58062	5.58857	12.6183	9.74882	10.5209	5.08983	3.30871	3.86686	4.21388	5.96208	1.7667	15.3224	10.0494	38.8116	32.7244	45.1038	30.9625	33.3416	31.5122	34.2544	20.4061	36.9712	32.0893	26.2367	29.0161	24.6507	21.7693	28.8841	28.6633
CNAG_00087	8.28877	3.48852	8.87141	7.64696	6.40478	9.4146	9.92085	8.09602	5.64266	7.8102	6.66372	9.47045	3.75549	10.8598	7.48334	13.5176	10.9479	3.56809	5.03855	6.04844	8.15567	5.03635	4.43311	5.43853	6.68884	8.66053	8.90894	5.67506	6.56451	5.7996	8.54816	8.50754	8.96727	8.79482	3.83835	7.46685
CNAG_00088	22.7624	45.4287	54.5829	44.0523	28.8204	37.0673	41.3799	26.7377	1.98052	21.3062	23.4978	34.831	8.09409	26.4183	8.59463	23.6779	74.2755	18.0534	59.4944	50.7559	38.6575	48.0049	39.0211	39.9175	37.8094	54.8683	49.9267	67.1797	43.5623	65.8126	57.2918	33.3666	59.1104	41.2341	62.8792	48.4819
CNAG_00089	11.5532	10.1848	11.2284	10.0722	11.6189	7.03424	10.2934	9.41968	3.12157	17.539	8.49174	6.06034	3.64494	1.32344	3.00694	13.6545	3.92234	4.95324	16.4576	20.5295	31.7062	34.4186	23.5162	35.0199	28.6077	22.9732	22.4851	33.3057	21.3245	30.3287	31.7685	24.7587	19.3419	45.9229	29.383	29.4279
CNAG_00090	3.51536	4.77941	18.4383	5.2168	9.47925	5.43466	4.74824	6.60337	6.2371	12.9785	6.06117	8.53749	1.36552	5.38015	3.93869	18.0075	16.391	2.83081	9.54857	7.39579	9.31424	9.73528	10.5375	6.35168	9.18252	12.8429	11.2852	17.3993	30.1702	12.6601	9.99364	18.2839	11.5839	18.1617	6.08997	13.0012
CNAG_00091	343.053	337.874	90.2652	87.0792	10.6282	16.7292	4.67834	1.56898	107.624	368.54	42.7104	140.709	21.031	364.75	6.41449	54.2935	58.7361	410.906	423.637	280.448	8.73131	5.84609	1.62242	0.257691	5.51042	0	287.207	160.397	17.8896	10.8613	5.44851	19.3954	6.58365	12.3235	17.2943	12.1792
CNAG_00092	55.7327	38.228	83.4687	57.0948	81.8358	107.861	92.0854	121.83	25.0659	33.2419	70.307	125.928	37.0964	49.1248	20.206	67.1306	54.71	54.625	141.161	87.1473	242.535	92.0301	194.084	176.778	207.199	148.034	151.676	98.0946	97.4306	115.338	138.028	119.392	144.073	88.4001	112.469	197.5
CNAG_00093	72.3823	89.3682	21.6526	11.1451	3.71543	2.06795	4.91692	1.78556	45.4181	55.4077	6.85727	13.5765	9.8539	31.9859	7.07683	6.7934	34.6452	102.474	74.1533	87.0482	4.51675	4.40952	1.51971	0.526621	1.35477	1.66289	46.0283	49.8128	9.28108	6.47496	4.94301	18.3797	4.95672	8.83006	1.38805	4.1423
CNAG_00094	10.4092	10.0026	4.84232	9.07929	3.14489	1.44043	0.502104	0	0.471207	0.878365	0.319739	0	0.412656	0	1.70147	0	35.3121	5.84788	14.0183	13.6461	3.98998	5.78258	0.330439	1.04976	1.49815	0.23464	26.6402	11.2768	1.74854	2.21161	2.96622	8.10971	0.914913	0	5.78504	1.70594
CNAG_00095	9.54145	4.30683	10.1171	8.99034	11.2685	8.38138	9.35943	6.0365	3.17166	14.6518	9.23742	9.62904	3.77739	6.818	7.12679	11.1514	7.2988	3.26124	6.38283	9.85916	22.2983	21.119	24.0709	24.23	16.8064	14.8704	15.7243	19.3907	15.5548	20.9986	16.7569	18.3994	11.4516	9.47385	11.2965	14.2137
CNAG_00096	3.89283	0.528563	7.01593	3.46905	7.14208	4.39612	3.69059	2.42247	1.52441	0	5.95408	4.40802	1.06799	0.758394	4.83753	2.04426	10.45	1.98175	7.86774	3.35333	15.1031	2.57947	3.3407	2.65304	8.03749	5.62356	8.72069	3.87328	7.25211	3.26143	5.14258	1.28794	6.63459	0	1.04722	5.55376
CNAG_00097	0.70559	2.8729	8.1423	4.19298	7.4897	6.14219	5.2397	9.02298	2.21687	3.04272	11.9279	14.8337	3.6401	13.4032	14.985900000000001	42.0034	7.43799	4.59491	5.34172	10.3808	12.0429	8.75773	9.82975	8.88716	7.70349	11.2512	10.2823	13.4761	14.6702	19.8265	14.1741	11.0871	12.5316	18.7385	2.37133	4.70163
CNAG_00098	5.47983	5.59966	3.44414	0	0	0	0	0	1.57248	2.94617	0.356537	5.55323	0	1.3339	0.757391	2.99175	2.63575	6.5275	16.5906	17.2439	1.27852	0	0.740805	0	0.559983	1.0527	9.71417	11.191	2.93064	0	1.24778	5.67161	4.10501	1.18705	1.85112	3.19002
CNAG_00099	2.44245	0.601793	10.426	11.8868	12.1362	16.5087	15.1621	12.7259	0.528725	0.319497	7.66953	14.3482	3.39546	7.57188	4.44426	7.78195	3.39949	0.883699	7.81318	8.9955	32.6293	28.9275	34.853	27.6397	16.272	15.9428	13.4723	19.8121	17.8675	19.8436	21.1997	29.0002	19.6239	13.2563	17.5756	17.4595
CNAG_00100	45.6918	57.8402	30.4995	8.10591	25.8318	12.6754	19.7	9.89846	28.4169	160.781	131.748	187.743	60.3357	60.7874	54.8945	72.5431	88.2163	28.0082	61.9321	55.7902	34.2759	17.2997	25.0224	5.56982	14.6098	15.0109	98.2841	161.789	208.325	152.439	176.585	259.991	196.231	171.111	63.7043	88.3357
CNAG_00101	2.7228	13.6381	18.2044	22.829	11.8403	15.7977	22.5415	28.3561	6.82719	14.2887	14.0333	15.4793	8.37055	12.3681	16.7918	20.5833	0	8.59084	4.65956	4.57649	35.8529	7.11572	19.257	31.3785	36.2487	41.8322	10.5529	5.76774	37.3994	23.1293	30.0114	28.5784	35.989	41.2077	28.3025	36.6787
CNAG_00104	79.746	93.5927	118.217	153.091	98.6347	88.8165	75.5517	52.5803	38.2121	116.276	50.3197	51.0695	30.2944	41.5272	23.5858	24.8057	26.5239	6.93444	105.248	122.072	317.382	285.262	266.431	210.703	137.052	107.639	180.847	183.609	286.038	250.545	141.163	176.394	77.8141	53.8496	92.9509	97.7732
CNAG_00105	5.77775	0	3.55117	0	6.09652	4.65967	2.357	6.87222	0	1.18207	7.25847	3.34953	2.18868	4.82106	2.71061	5.76276	1.59059	5.98929	0	5.64527	1.54818	3.22835	7.16836	7.68702	3.72825	3.82486	3.91708	5.23595	4.69757	1.99885	5.54229	1.36753	5.2831	5.74932	5.5886	2.70601
CNAG_00106	35.0311	53.6205	17.0688	26.5133	13.778	12.3996	10.2284	12.5086	13.6165	39.6896	9.33723	9.099	7.77205	6.53017	7.87994	3.73834	9.3201	4.59949	62.2666	73.6292	113.319	126.941	57.7881	49.6535	25.8226	22.1626	96.0215	126.255	52.806	58.6948	35.0821	50.3487	21.651	18.4027	21.6368	19.7899
CNAG_00107	11.9092	24.9819	2.8628	12.8666	1.65624	2.37735	1.63741	0.249472	5.6656	14.524	3.23982	9.33835	3.22501	7.38251	4.28971	2.84322	2.07524	25.5385	23.2286	33.8007	2.33127	4.5798	0.193411	0.122878	0.437899	0.411161	15.0292	16.9983	4.13918	9.92691	9.52469	14.9232	6.41133	4.94798	0	3.9815
CNAG_00108	9.34132	5.76761	9.17907	5.67426	9.48724	9.58988	12.2411	10.2784	7.95881	28.06	20.123	13.3974	5.80818	9.51243	7.89425	9.28848	4.88692	5.0382	6.44323	15.8534	14.1374	12.2036	12.3099	16.8004	20.9956	14.8691	10.4069	14.019	21.8924	24.4162	17.8712	30.2071	25.8334	26.9837	24.5717	23.4823
CNAG_00109	99.1115	203.324	102.977	157.436	149.965	185.503	142.958	140.607	93.4276	197.543	198.142	242.998	76.1626	171.601	97.1369	202.095	94.1977	26.6006	138.575	86.7171	167.063	98.4003	185.792	128.161	198.267	106.089	199.055	126.002	219.418	286.661	239.497	309.418	234.856	94.4185	210.618	150.319
CNAG_00110	0.908448	1.23223	0	2.25019	0.347858	1.99487	1.50093	9.2063	0	0	0.480994	0.97902	0	2.65506	0	1.32591	0.580057	1.20218	0.381496	0.651747	0.278893	3.67007	4.53688	8.74992	30.1957	41.8887	0.157385	1.26626	2.17279	1.80801	0.724979	3.50544	13.7563	30.5593	13.0165	19.7211
CNAG_00111	13.4008	6.51251	20.2669	21.8028	9.30426	13.6827	16.5209	20.7818	12.4121	30.1899	17.9795	18.9985	10.519	13.0561	13.2724	19.9345	11.6174	3.01603	22.5819	15.8671	30.4537	28.7948	29.1833	21.0293	27.72	25.4443	32.5459	32.6091	37.0407	37.0885	32.9296	46.8232	26.7525	28.9272	25.1142	36.2244
CNAG_00115	29.7367	40.4623	30.8502	7.63385	19.5975	10.4933	34.0306	24.1546	7.50505	32.8241	17.0519	16.212	8.11896	8.35348	12.1123	20.4962	46.1498	31.5233	34.1426	65.3503	24.4535	24.4347	10.7893	3.52551	10.0143	5.0329	50.6034	65.5413	35.1335	17.8819	35.6128	39.7578	25.3828	25.6664	29.3117	32.8736
CNAG_00116	160.564	193.948	432.149	416.604	543.334	700.642	651.749	570.733	81.7659	256.433	295.997	334.612	232.24	363.356	149.802	279.107	260.543	63.4741	236.995	202.335	746	611.411	1525.25	1011.64	1638.3	1435.49	276.522	294.192	759.077	759.455	978.261	1874.61	1181.92	943.464	1683.49	1519.85
CNAG_00117	15.3795	6.76094	21.1797	24.1746	22.2741	15.7498	20.2926	25.9723	7.05004	13.6437	22.838	32.9437	8.02617	25.113	10.1731	26.9099	13.8873	11.2361	13.1674	12.1817	18.0065	20.5163	40.1008	31.4996	39.8195	45.8443	9.44266	10.674	31.7299	16.8111	28.3152	57.6304	42.163	27.9957	38.9771	37.3569
CNAG_00118	4.12507	0	30.61	21.1637	22.8671	24.1997	26.1665	18.7506	5.71136	0	24.296	26.9816	3.74978	34.0332	14.5407	39.2406	16.1088	5.54146	8.21593	11.96	24.197	11.875	34.6719	28.5991	32.5489	24.0485	14.6178	5.56236	63.2589	7.72466	27.6506	41.163	32.4459	22.4465	14.234	10.1213
CNAG_00119	0	0	12.6622	4.77282	17.215	17.5291	18.8245	14.7081	2.31368	0	17.8228	31.759	3.03797	11.0359	31.9166	45.0315	3.15264	7.06561	8.50863	4.10582	6.25211	6.47615	6.29392	6.85733	11.6106	16.7474	4.36825	2.61176	38.705	20.0449	26.528	18.8561	24.5176	26.1117	17.7809	13.3201
CNAG_00120	8.58119	4.68622	7.99607	13.9714	6.82118	6.45914	4.89713	5.95546	4.53561	20.8866	9.30845	12.5397	2.8372	3.34132	10.309	8.2362	0	14.8337	9.8972	10.1959	6.44562	9.59814	9.79039	7.7029	11.288	13.2708	9.96381	23.6055	18.3046	7.27976	12.0629	11.3754	12.2919	11.9681	6.9754	8.85355
CNAG_00121	50.4354	22.8956	48.7909	57.513	29.1308	61.7565	24.6357	42.5601	7.94039	36.1655	22.251	36.1598	6.95377	27.0739	5.01857	26.5538	41.0355	25.4019	37.0483	49.5187	25.3111	27.3251	3.14353	4.43852	3.43168	13.1488	28.4985	23.8347	14.7637	18.7011	14.5061	25.6952	24.1847	19.0242	16.5907	11.726
CNAG_00122	11.4292	15.5125	9.78813	9.55067	5.73751	6.55432	2.35733	10.3694	6.73059	8.72745	7.35711	3.17685	0.736775	4.17509	0	1.25065	5.47667	11.1223	9.9157	14.0982	8.56859	7.09374	5.55049	14.7134	36.2553	57.775	11.3404	14.5787	5.12093	12.3862	3.42732	9.45224	13.7461	36.1104	19.2068	21.6692
CNAG_00123	9.9257	10.4124	3.83534	3.39266	0.868723	1.43682	7.48629	2.11797	2.90359	4.37593	1.58415	3.0969	1.01713	4.46003	3.77772	6.66612	32.3467	7.25859	18.537	14.5607	5.71608	5.53669	1.65491	1.57747	1.87739	1.17673	10.8516	9.27078	8.69998	8.30676	3.71981	7.5884	8.89121	0	1.03294	9.27412
CNAG_00124	6.92901	6.43527	12.0972	11.3765	9.62293	11.8403	20.9069	24.9585	8.87148	5.76578	8.27974	12.0911	5.76413	9.94695	5.36551	7.9808	4.89345	2.06436	5.52376	16.8825	23.8979	22.7401	27.3655	20.9873	17.7026	21.0544	20.1255	29.7764	18.8213	20.0649	18.1588	26.5419	12.9595	10.0015	13.2392	12.7428
CNAG_00125	1.22845	0.416594	0.886496	2.28205	1.94019	1.01159	1.26839	0.636631	0.242108	0	0.487725	1.24118	0.212021	1.79515	0.349052	0.806813	2.35327	1.21908	0.386961	2.86439	4.52628	4.90703	4.10875	3.65447	1.11602	1.1641	4.46984	5.13738	0.881388	3.66775	1.83846	0	1.24789	1.57614	0	0.422627
CNAG_00126	18.2925	10.7048	69.9179	37.3862	46.9727	65.5659	61.0541	62.8781	4.5995	11.2234	13.4908	31.1184	8.63152	24.5898	8.55406	36.4792	13.436	11.1674	25.6849	36.698	53.1853	52.1435	53.9694	26.1736	11.8215	10.1081	66.2259	78.8196	99.0771	121.443	52.2001	57.7361	39.4212	54.6939	15.3446	12.6704
CNAG_00127	1.28326	0.581057	5.23982	2.54053	4.90099	9.66094	8.80778	10.3549	3.00592	3.07253	5.17992	7.95982	1.75493	5.83306	5.05968	14.5971	4.92331	0	3.24581	1.68926	5.53922	11.3493	10.3351	17.3642	11.617	7.49048	5.35403	5.82889	5.51339	11.2747	10.289	9.20016	13.6488	11.7564	3.45418	7.88642
CNAG_00128	0.176356	0.477719	2.48694	2.36105	3.61467	6.20446	5.05694	6.85446	0.280992	0	0.939095	2.13599	1.7225	1.37471	0.910766	1.54566	2.02397	0.594711	1.1066	1.14846	0.970323	3.24865	8.07696	8.40604	5.39945	4.07725	0.913418	1.19511	1.26802	1.49691	3.42635	2.38975	6.76971	4.88342	2.60078	4.49796
CNAG_00129	9.51929	3.23456	10.9684	18.3681	26.9671	41.4308	33.4792	44.1295	2.59156	0.683509	7.75178	16.9502	5.5117	11.1258	5.61016	14.9882	7.30833	5.37022	12.0567	10.256	9.26073	12.118	16.6332	11.2181	13.3331	10.8901	20.3818	11.9863	6.81109	2.2839	16.0573	11.8141	10.7913	4.91362	5.12848	6.81399
CNAG_00130	141.895	207.682	27.9012	35.6175	14.8632	21.9555	32.7238	22.5267	59.6502	110.28	34.6618	66.9107	40.3353	108.967	48.809	91.7861	41.636	117.933	126.085	159.252	12.6638	12.3297	5.47464	4.45633	10.7144	8.60454	77.106	97.2563	19.2568	31.3071	32.5382	62.8961	26.928	33.3638	17.176	21.707
CNAG_00131	0	1.80884	3.33934	1.96831	1.8925399999999999	3.12383	2.17519	3.22063	0	1.90417	2.42145	1.07639	0	0	0	0	3.8314	1.86214	0	2.14876	2.47679	0	1.79415	0.911978	1.08486	1.27454	2.09126	1.39907	0	0.8005	0.402846	0	0.248499	0	0.896874	1.54477
CNAG_00132	2.71054	4.77783	5.2836	2.01464	3.73894	3.8264	3.80948	5.24274	6.00038	4.28859	7.61715	9.19916	4.6917	8.18633	10.3478	7.1225	14.5327	2.0004	3.07034	2.8191	2.24431	1.19357	1.88383	0.828555	1.96767	0.71827	1.97056	3.82275	5.05934	1.29361	7.77799	6.723	9.79934	6.9469	3.2753	1.86235
CNAG_00133	6.61737	0	27.795	14.3608	21.6141	33.7321	50.1043	48.494	0	9.28935	9.36433	35.1572	11.1985	31.6531	17.2033	53.6198	6.49559	6.86386	4.48861	2.3919	29.9971	3.84234	22.8941	18.9306	28.942	5.42454	5.52355	5.35176	9.06826	8.35383	56.6508	44.1743	40.1675	61.1015	0	16.5651
CNAG_00134	8.63457	8.95119	4.40125	7.17367	4.81851	5.37764	4.72588	4.736	6.23282	7.30662	10.9155	10.4645	6.16254	8.90733	4.49152	9.12117	8.2653199999999991	1.87522	7.34769	10.2908	7.7056	11.7366	7.73528	4.56936	5.83473	7.6864	10.1498	12.4649	14.9542	15.7491	11.2276	13.8569	11.5163	10.8416	11.5899	6.7423400000000004
CNAG_00135	11.2357	0	21.6928	24.5203	24.6143	24.9111	27.4652	35.3711	0	11.8696	17.4894	18.3953	4.87995	32.4949	5.42788	28.9263	33.0591	1.47706	7.57018	16.2861	19.6213	24.4652	40.0858	32.1982	62.1458	48.1517	32.6086	30.3657	42.5911	28.336	43.9362	65.56	51.7841	36.2236	35.2386	50.4393
CNAG_00136	26.7429	44.4686	33.5904	22.7702	18.5843	22.0447	23.4537	20.6254	15.8583	49.9068	37.5029	67.4659	16.4592	48.521	18.9324	51.4008	32.8115	26.3506	35.6532	43.5643	27.068	19.4461	11.0172	6.0617	14.3897	17.9581	51.8819	60.4841	53.5676	49.1794	50.665	57.3165	56.9726	58.7558	24.4822	43.5265
CNAG_00137	25.9605	54.5008	65.5044	72.7792	52.3567	57.1074	54.2559	74.4098	28.9554	59.3425	21.1663	50.6322	23.0097	73.7805	17.4348	77.8297	9.45123	14.545	68.9061	107.001	110.071	141.051	89.2022	105.88	57.965	55.2961	108.767	102.466	73.0265	78.7493	63.5202	88.3099	54.4334	55.964	45.5189	30.082
CNAG_00138	17.5408	25.8162	25.194	31.1911	28.7762	27.3984	21.8172	31.1256	11.7966	42.2438	16.4222	27.3072	9.39172	24.5935	15.4976	18.9978	16.2021	7.86215	35.7954	34.5733	45.8629	57.8269	53.1417	56.1959	70.5911	60.4211	50.1435	49.1983	64.0232	49.1124	34.1048	52.2887	49.4371	45.0145	48.3638	54.9324
CNAG_00139	72.1531	250.148	49.9521	55.251	27.3279	37.4558	43.3019	40.2812	33.2629	237.539	40.3203	152.129	15.9391	172.774	25.413	133.175	46.3502	299.474	155.033	262.127	9.33484	6.02487	3.15153	1.4305	8.8556	8.9687	73.9145	132.414	17.6991	26.1123	15.6963	23.3598	24.6721	36.1103	5.61543	11.6546
CNAG_00140	13.9953	22.3033	27.1058	39.3953	19.6069	31.5628	20.2452	21.3716	10.8804	27.7199	24.5863	30.8591	8.87124	23.9716	10.8297	36.3026	18.5269	9.52693	20.7863	20.6255	17.8894	17.0979	33.2172	25.0615	34.4904	34.9744	27.7275	21.5247	45.5747	43.4277	27.0449	53.5063	36.2421	30.7299	25.3524	44.3628
CNAG_00141	9.9406	8.36362	7.15886	6.32356	6.50209	6.68178	7.78905	8.18793	6.62892	5.43828	10.4462	12.6429	10.3204	9.22085	10.3639	20.7035	17.2619	7.21073	13.1888	7.30982	2.19268	2.61977	7.12538	2.42522	2.11376	1.62444	7.41544	5.96006	8.12896	5.11033	3.13655	0.783292	2.81477	5.70071	3.18765	3.71588
CNAG_00142	22.997	41.5606	23.5298	37.7553	28.2437	19.6141	20.1166	14.8894	14.2405	40.6683	14.3733	9.86973	9.14522	9.56919	7.388	10.2835	5.96101	0.816751	29.2174	41.0575	61.8617	55.8598	59.1166	46.3361	30.7874	27.3562	43.501	50.3928	51.2749	47.9772	34.1867	49.9042	24.6275	18.8078	33.1116	32.1099
CNAG_00143	12.4372	11.1096	15.3241	23.8937	14.9839	21.1256	18.9196	22.637	4.78422	13.5225	19.7548	17.6533	8.79834	11.2299	15.3466	22.0486	28.4728	5.33319	18.3442	15.1253	59.23	36.7655	65.5764	50.1173	54.9873	46.5615	22.2305	19.1859	58.3324	44.5556	43.7574	78.2582	43.0227	48.7739	86.7936	97.5281
CNAG_00144	0.922101	0	4.62299	0	3.13719	5.6392	3.37778	5.12221	0	2.63915	3.32464	9.73663	1.21356	1.79506	1.50376	10.4551	8.89469	8.72428	4.73614	3.65362	2.60317	4.13273	1.00372	0.956787	1.89925	1.07201	2.43769	2.93087	10.4794	3.35828	2.82479	6.11295	2.78734	6.44417	15.0058	3.03497
CNAG_00145	0.575662	0	3.72646	3.41529	3.61647	10.2922	8.03193	17.5394	0	0	6.92516	4.19664	2.33443	2.80299	3.84933	7.04506	2.21232	0.323767	0.731355	1.44813	6.95764	7.66745	15.2071	19.3241	16.4128	14.9809	4.52177	1.21069	13.9815	6.23167	8.0064	19.0584	15.4619	19.8773	16.3072	14.6802
CNAG_00146	6.77283	0.767908	12.5863	18.4182	15.1535	19.6509	20.6191	15.2408	6.1036	8.90945	16.8351	18.7424	10.3086	15.39	15.1085	24.1772	15.1814	10.1614	7.88481	3.85347	10.4906	8.76772	6.69206	5.02495	11.9495	11.2273	16.2505	8.9004	20.969	12.8946	12.9637	13.0794	14.1009	15.5848	9.89578	19.6181
CNAG_00147	45.6344	41.5045	66.3102	55.6514	53.5734	58.153	55.7505	42.1757	20.8564	57.105	60.2321	68.3417	26.7513	45.0908	31.4118	57.5305	60.0981	26.1883	58.4965	59.2891	118.58	102.909	97.0543	79.2606	91.0049	87.9661	103.049	93.5449	129.85	121.13	108.606	118.409	105.83	88.9353	90.3474	95.8359
CNAG_00148	13.7844	8.16749	9.97396	6.30296	7.5369	8.98835	12.6799	10.3785	5.49317	12.0688	12.956	20.3553	8.16515	15.2767	15.3495	25.2824	10.8461	5.91477	13.8704	13.2316	8.97882	7.30387	10.017	6.88108	9.5005	9.08204	17.4111	13.9697	18.1638	17.1173	14.9261	25.9049	26.0516	24.4794	13.6308	14.7504
CNAG_00149	315.039	386.099	479.785	671.893	570.82	660.636	505.724	588.684	182.321	457.783	235.459	280.873	112.299	161.511	77.9908	104.048	195.843	88.1741	586.457	530.896	1813.58	1185.37	2226.06	2126.38	2850.8	2089.62	982.954	854.402	1747.48	1705.84	1920.91	2233.58	1905.18	1724.96	1736.63	2024.03
CNAG_00150	37.0124	28.9595	36.471	24.4337	21.4195	23.0054	21.3914	23.0933	11.8055	18.2306	9.47642	8.15207	1.92983	2.50707	5.78299	8.15206	37.8683	30.6317	59.6531	42.7116	53.2194	42.079	52.3794	54.0065	80.6705	97.3773	37.0296	31.2769	21.3394	22.3913	17.1104	23.8853	22.3565	22.2647	34.5076	41.4025
CNAG_00151	5.33977	5.66373	9.72616	12.773	9.88237	6.99191	8.06881	10.5816	11.0476	32.4015	18.4974	16.5039	6.93351	9.50037	12.6035	14.0349	15.1083	3.6948	6.42079	6.0766	9.38541	7.53173	13.8865	12.4454	13.3724	10.9708	7.70758	12.7227	32.0212	22.9675	22.4517	32.6264	24.0326	30.504	18.3798	18.7937
CNAG_00152	2.92823	9.28784	7.0281	10.8649	6.42242	6.20002	10.6368	13.5085	9.10208	9.11017	21.0136	16.1968	13.9493	17.1118	9.85273	19.6359	3.74739	4.40354	3.09179	4.3821	9.04726	12.6997	16.2734	15.0086	11.4963	12.4746	10.4529	10.2447	22.344	8.19908	15.5897	9.69145	13.2477	7.56054	11.834	11.951
CNAG_00153	2.39493	3.7942	8.364	2.72379	8.92331	11.52341	11.66067	3.817077	3.43607	8.78366	5.755305	8.93017	3.00908	7.155044999999999	5.853202	5.351236	2.3541440000000002	0.687986	1.55759	0	1.84421	1.10233	12.22626	5.90526	10.48707	6.33527	1.28386	1.88164	0	8.84644	3.11702	11.15085	9.377849999999999	9.52614	11.8134	7.96105
CNAG_00154	4.97572	7.37557	4.23594	2.68606	5.95703	5.9594	11.7288	7.51005	3.87752	3.2485	7.61268	15.0077	9.26097	11.4551	8.13849	18.2038	9.54755	2.80904	7.44242	7.30902	7.11883	4.50359	3.88856	3.08819	5.32151	7.58327	10.623	3.08359	22.0167	15.1842	18.786	13.472	16.798	9.3319	3.04509	4.80005
CNAG_00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00156	12.9289	14.054	17.2158	17.715	16.755	14.7299	22.1341	18.67	10.8476	15.4277	17.3978	19.0924	11.5181	24.5327	14.454	21.0238	15.9433	9.49389	17.5029	17.4373	21.5234	17.4629	19.6812	16.7669	28.8584	26.1812	30.5693	30.2358	34.497	18.6238	22.4925	23.6205	15.5068	20.2771	6.15734	12.6507
CNAG_00157	116.703	46.6429	81.3871	72.5113	57.3723	118.158	33.1488	77.0862	21.3732	23.9016	76.543	68.9423	32.2328	56.2687	15.8518	106.062	186.394	59.1639	107.188	105.86	268.454	209.707	77.5912	109.57	120.96	117.05	151.227	155.562	259.991	85.206	206.3	201.874	173.918	158.012	126.354	114.68
CNAG_00158	4.59854	4.57439	7.74316	6.37844	10.2121	10.3865	13.4213	14.8284	2.4169	2.645	14.1193	14.3722	11.641	11.6478	21.6038	19.8662	1.76181	4.86777	6.56657	8.02807	17.2256	21.2821	19.8509	14.0706	19.4335	17.5464	12.5888	10.4167	21.9959	27.8251	22.022	32.4474	13.7023	26.7465	7.8248	11.3905
CNAG_00159	13.4039	17.9141	113.223	0	107.79	45.7768	126.098	135.54	8.35286	36.6007	48.3541	122.841	21.2021	74.8782	61.5854	85.2721	0	6.43479	17.0312	31.2628	75.8006	51.4987	80.7752	47.5256	172.309	87.2121	83.5939	84.4834	102.638	126.477	35.3106	208.211	82.8024	166.019	108.962	127.226
CNAG_00160	0.954553	1.29741	5.15551	2.12522	1.91197	1.79654	1.96318	4.29307	4.08325	0.685386	5.51611	2.31779	3.25078	1.39456	2.14289	1.25245	8.24466	1.88468	0	0.685624	1.76889	1.32086	3.33593	2.44554	4.84435	3.2762	5.98206	2.50411	4.09783	1.71771	8.62624	10.2671	8.51536	1.64246	1.92852	3.30635
